StartDateTime,EndDateTime,StartPrice,EndPrice,TotalUpVolume,TotalDownVolume,TotalVolume,Color
08/13/2024 06:08:25,08/13/2024 06:08:40,18725,18720,53,125,178,R
08/13/2024 06:08:40,08/13/2024 06:10:15,18720,18715,132,161,293,R
08/13/2024 06:10:15,08/13/2024 06:21:35,18715,18710,514,592,1106,R
08/13/2024 06:21:35,08/13/2024 06:23:05,18710,18705,70,93,163,R
08/13/2024 06:23:05,08/13/2024 06:23:20,18705,18700,28,89,117,R
08/13/2024 06:23:20,08/13/2024 06:24:40,18700,18695,121,171,292,R
08/13/2024 06:24:40,08/13/2024 06:25:20,18695,18690,48,90,138,R
08/13/2024 06:25:20,08/13/2024 06:27:20,18690,18685,229,294,523,R
08/13/2024 06:27:20,08/13/2024 06:27:45,18685,18680,63,87,150,R
08/13/2024 06:27:45,08/13/2024 06:29:10,18680,18690,162,77,239,G
08/13/2024 06:29:10,08/13/2024 06:30:15,18690,18680,57,126,183,R
08/13/2024 06:30:15,08/13/2024 06:33:50,18680,18690,371,293,664,G
08/13/2024 06:33:50,08/13/2024 06:35:30,18690,18680,169,205,374,R
08/13/2024 06:35:30,08/13/2024 06:35:35,18680,18675,24,49,73,R
08/13/2024 06:35:35,08/13/2024 06:35:55,18675,18670,89,153,242,R
08/13/2024 06:35:55,08/13/2024 06:36:05,18670,18665,33,93,126,R
08/13/2024 06:36:05,08/13/2024 06:36:55,18665,18660,108,152,260,R
08/13/2024 06:36:55,08/13/2024 06:41:05,18660,18670,514,389,903,G
08/13/2024 06:41:05,08/13/2024 06:49:10,18670,18675,505,473,978,G
08/13/2024 06:49:10,08/13/2024 06:50:15,18675,18665,157,158,315,R
08/13/2024 06:50:15,08/13/2024 06:51:40,18665,18660,81,177,258,R
08/13/2024 06:51:40,08/13/2024 06:52:05,18660,18655,33,96,129,R
08/13/2024 06:52:05,08/13/2024 06:54:05,18655,18665,332,279,611,G
08/13/2024 06:54:05,08/13/2024 06:56:10,18665,18655,185,253,438,R
08/13/2024 06:56:10,08/13/2024 07:02:25,18655,18665,653,557,1210,G
08/13/2024 07:02:25,08/13/2024 07:05:30,18665,18670,221,174,395,G
08/13/2024 07:05:30,08/13/2024 07:09:30,18670,18675,337,274,611,G
08/13/2024 07:09:30,08/13/2024 07:13:20,18675,18680,314,411,725,G
08/13/2024 07:13:20,08/13/2024 07:14:15,18680,18685,161,84,245,G
08/13/2024 07:14:15,08/13/2024 07:15:45,18685,18690,207,132,339,G
08/13/2024 07:15:45,08/13/2024 07:32:50,18690,18695,923,876,1799,G
08/13/2024 07:32:50,08/13/2024 07:35:10,18695,18700,168,102,270,G
08/13/2024 07:35:10,08/13/2024 07:38:05,18700,18690,171,194,365,R
08/13/2024 07:38:05,08/13/2024 07:42:00,18690,18700,236,216,452,G
08/13/2024 07:42:00,08/13/2024 07:43:10,18700,18705,135,132,267,G
08/13/2024 07:43:10,08/13/2024 07:47:35,18705,18710,456,384,840,G
08/13/2024 07:47:35,08/13/2024 07:53:20,18710,18700,245,278,523,R
08/13/2024 07:53:20,08/13/2024 07:59:25,18700,18710,275,269,544,G
08/13/2024 07:59:25,08/13/2024 08:01:45,18710,18715,223,155,378,G
08/13/2024 08:01:45,08/13/2024 08:02:15,18715,18720,141,79,220,G
08/13/2024 08:02:15,08/13/2024 08:03:55,18720,18725,399,279,678,G
08/13/2024 08:03:55,08/13/2024 08:04:50,18725,18730,152,153,305,G
08/13/2024 08:04:50,08/13/2024 08:05:00,18730,18735,80,42,122,G
08/13/2024 08:05:00,08/13/2024 08:05:50,18735,18740,234,131,365,G
08/13/2024 08:05:50,08/13/2024 08:07:55,18740,18745,309,259,568,G
08/13/2024 08:07:55,08/13/2024 08:08:05,18745,18750,107,42,149,G
08/13/2024 08:08:05,08/13/2024 08:08:40,18750,18755,198,120,318,G
08/13/2024 08:08:40,08/13/2024 08:09:50,18755,18760,233,184,417,G
08/13/2024 08:09:50,08/13/2024 08:17:35,18760,18765,958,1009,1967,G
08/13/2024 08:17:35,08/13/2024 08:19:15,18765,18755,127,227,354,R
08/13/2024 08:19:15,08/13/2024 08:20:35,18755,18750,82,148,230,R
08/13/2024 08:20:35,08/13/2024 08:22:10,18750,18745,161,230,391,R
08/13/2024 08:22:10,08/13/2024 08:30:05,18745,18755,1180,950,2130,G
08/13/2024 08:30:05,08/13/2024 08:30:05,18755,18760,0,0,0,G
08/13/2024 08:30:05,08/13/2024 08:30:05,18760,18765,0,0,0,G
08/13/2024 08:30:05,08/13/2024 08:30:05,18765,18770,0,0,0,G
08/13/2024 08:30:05,08/13/2024 08:30:05,18770,18775,0,0,0,G
08/13/2024 08:30:05,08/13/2024 08:30:05,18775,18780,0,0,0,G
08/13/2024 08:30:05,08/13/2024 08:30:05,18780,18785,0,0,0,G
08/13/2024 08:30:05,08/13/2024 08:30:05,18785,18790,0,0,0,G
08/13/2024 08:30:05,08/13/2024 08:30:05,18790,18795,0,0,0,G
08/13/2024 08:30:05,08/13/2024 08:30:30,18795,18800,730,758,1488,G
08/13/2024 08:30:30,08/13/2024 08:30:50,18800,18790,246,287,533,R
08/13/2024 08:30:50,08/13/2024 08:31:05,18790,18800,185,137,322,G
08/13/2024 08:31:05,08/13/2024 08:31:30,18800,18805,240,199,439,G
08/13/2024 08:31:30,08/13/2024 08:31:30,18805,18810,0,0,0,G
08/13/2024 08:31:30,08/13/2024 08:31:50,18810,18800,148,273,421,R
08/13/2024 08:31:50,08/13/2024 08:31:55,18800,18795,29,33,62,R
08/13/2024 08:31:55,08/13/2024 08:32:35,18795,18790,376,455,831,R
08/13/2024 08:32:35,08/13/2024 08:32:50,18790,18785,87,115,202,R
08/13/2024 08:32:50,08/13/2024 08:33:40,18785,18795,413,485,898,G
08/13/2024 08:33:40,08/13/2024 08:34:15,18795,18800,233,200,433,G
08/13/2024 08:34:15,08/13/2024 08:34:40,18800,18805,231,164,395,G
08/13/2024 08:34:40,08/13/2024 08:35:25,18805,18795,407,480,887,R
08/13/2024 08:35:25,08/13/2024 08:35:25,18795,18790,0,0,0,R
08/13/2024 08:35:25,08/13/2024 08:36:05,18790,18800,356,223,579,G
08/13/2024 08:36:05,08/13/2024 08:36:15,18800,18805,106,79,185,G
08/13/2024 08:36:15,08/13/2024 08:36:40,18805,18810,331,127,458,G
08/13/2024 08:36:40,08/13/2024 08:36:40,18810,18815,0,0,0,G
08/13/2024 08:36:40,08/13/2024 08:38:00,18815,18820,646,604,1250,G
08/13/2024 08:38:00,08/13/2024 08:40:35,18820,18810,588,674,1262,R
08/13/2024 08:40:35,08/13/2024 08:43:05,18810,18805,450,447,897,R
08/13/2024 08:43:05,08/13/2024 08:44:35,18805,18800,296,348,644,R
08/13/2024 08:44:35,08/13/2024 08:45:15,18800,18795,197,255,452,R
08/13/2024 08:45:15,08/13/2024 08:45:15,18795,18790,0,0,0,R
08/13/2024 08:45:15,08/13/2024 08:47:10,18790,18785,529,543,1072,R
08/13/2024 08:47:10,08/13/2024 08:47:15,18785,18780,58,60,118,R
08/13/2024 08:47:15,08/13/2024 08:48:15,18780,18790,351,326,677,G
08/13/2024 08:48:15,08/13/2024 08:50:00,18790,18795,396,321,717,G
08/13/2024 08:50:00,08/13/2024 08:54:25,18795,18800,988,757,1745,G
08/13/2024 08:54:25,08/13/2024 08:54:25,18800,18805,0,0,0,G
08/13/2024 08:54:25,08/13/2024 08:55:25,18805,18795,164,220,384,R
08/13/2024 08:55:25,08/13/2024 08:57:30,18795,18805,273,342,615,G
08/13/2024 08:57:30,08/13/2024 08:58:05,18805,18810,150,95,245,G
08/13/2024 08:58:05,08/13/2024 08:58:45,18810,18815,143,85,228,G
08/13/2024 08:58:45,08/13/2024 09:00:05,18815,18820,481,369,850,G
08/13/2024 09:00:05,08/13/2024 09:02:05,18820,18810,372,515,887,R
08/13/2024 09:02:05,08/13/2024 09:10:40,18810,18820,907,875,1782,G
08/13/2024 09:10:40,08/13/2024 09:12:05,18820,18810,269,316,585,R
08/13/2024 09:12:05,08/13/2024 09:12:15,18810,18805,96,239,335,R
08/13/2024 09:12:15,08/13/2024 09:13:05,18805,18800,263,331,594,R
08/13/2024 09:13:05,08/13/2024 09:14:05,18800,18795,328,330,658,R
08/13/2024 09:14:05,08/13/2024 09:14:40,18795,18805,582,302,884,G
08/13/2024 09:14:40,08/13/2024 09:18:15,18805,18810,813,871,1684,G
08/13/2024 09:18:15,08/13/2024 09:20:10,18810,18815,241,204,445,G
08/13/2024 09:20:10,08/13/2024 09:21:30,18815,18820,342,291,633,G
08/13/2024 09:21:30,08/13/2024 09:21:50,18820,18825,434,130,564,G
08/13/2024 09:21:50,08/13/2024 09:21:50,18825,18830,0,0,0,G
08/13/2024 09:21:50,08/13/2024 09:22:25,18830,18835,294,253,547,G
08/13/2024 09:22:25,08/13/2024 09:25:45,18835,18840,1042,640,1682,G
08/13/2024 09:25:45,08/13/2024 09:28:10,18840,18830,767,871,1638,R
08/13/2024 09:28:10,08/13/2024 09:28:30,18830,18825,112,205,317,R
08/13/2024 09:28:30,08/13/2024 09:30:40,18825,18835,1954,1752,3706,G
08/13/2024 09:30:40,08/13/2024 09:31:00,18835,18840,364,253,617,G
08/13/2024 09:31:00,08/13/2024 09:31:30,18840,18845,850,594,1444,G
08/13/2024 09:31:30,08/13/2024 09:31:30,18845,18850,0,0,0,G
08/13/2024 09:31:30,08/13/2024 09:31:50,18850,18855,454,479,933,G
08/13/2024 09:31:50,08/13/2024 09:32:05,18855,18860,345,238,583,G
08/13/2024 09:32:05,08/13/2024 09:32:20,18860,18865,404,382,786,G
08/13/2024 09:32:20,08/13/2024 09:33:00,18865,18855,826,998,1824,R
08/13/2024 09:33:00,08/13/2024 09:34:00,18855,18865,938,1010,1948,G
08/13/2024 09:34:00,08/13/2024 09:34:05,18865,18870,260,138,398,G
08/13/2024 09:34:05,08/13/2024 09:34:05,18870,18875,0,0,0,G
08/13/2024 09:34:05,08/13/2024 09:34:15,18875,18880,397,208,605,G
08/13/2024 09:34:15,08/13/2024 09:34:15,18880,18885,0,0,0,G
08/13/2024 09:34:15,08/13/2024 09:34:35,18885,18875,321,496,817,R
08/13/2024 09:34:35,08/13/2024 09:34:40,18875,18870,58,104,162,R
08/13/2024 09:34:40,08/13/2024 09:34:50,18870,18865,193,214,407,R
08/13/2024 09:34:50,08/13/2024 09:35:10,18865,18875,502,387,889,G
08/13/2024 09:35:10,08/13/2024 09:35:20,18875,18865,143,232,375,R
08/13/2024 09:35:20,08/13/2024 09:35:30,18865,18860,150,176,326,R
08/13/2024 09:35:30,08/13/2024 09:35:40,18860,18855,173,286,459,R
08/13/2024 09:35:40,08/13/2024 09:35:55,18855,18850,398,344,742,R
08/13/2024 09:35:55,08/13/2024 09:37:00,18850,18860,1099,958,2057,G
08/13/2024 09:37:00,08/13/2024 09:37:05,18860,18865,146,85,231,G
08/13/2024 09:37:05,08/13/2024 09:38:20,18865,18870,862,836,1698,G
08/13/2024 09:38:20,08/13/2024 09:38:50,18870,18860,364,428,792,R
08/13/2024 09:38:50,08/13/2024 09:39:30,18860,18855,562,719,1281,R
08/13/2024 09:39:30,08/13/2024 09:39:35,18855,18850,73,111,184,R
08/13/2024 09:39:35,08/13/2024 09:41:35,18850,18845,1798,1865,3663,R
08/13/2024 09:41:35,08/13/2024 09:42:00,18845,18840,294,310,604,R
08/13/2024 09:42:00,08/13/2024 09:42:05,18840,18835,121,217,338,R
08/13/2024 09:42:05,08/13/2024 09:42:05,18835,18830,0,0,0,R
08/13/2024 09:42:05,08/13/2024 09:42:50,18830,18840,791,635,1426,G
08/13/2024 09:42:50,08/13/2024 09:42:55,18840,18845,68,36,104,G
08/13/2024 09:42:55,08/13/2024 09:43:10,18845,18850,202,147,349,G
08/13/2024 09:43:10,08/13/2024 09:43:20,18850,18855,230,255,485,G
08/13/2024 09:43:20,08/13/2024 09:44:15,18855,18860,651,667,1318,G
08/13/2024 09:44:15,08/13/2024 09:44:35,18860,18865,194,171,365,G
08/13/2024 09:44:35,08/13/2024 09:45:05,18865,18870,477,327,804,G
08/13/2024 09:45:05,08/13/2024 09:45:30,18870,18875,426,327,753,G
08/13/2024 09:45:30,08/13/2024 09:45:35,18875,18880,117,79,196,G
08/13/2024 09:45:35,08/13/2024 09:46:25,18880,18885,751,675,1426,G
08/13/2024 09:46:25,08/13/2024 09:46:30,18885,18890,491,164,655,G
08/13/2024 09:46:30,08/13/2024 09:46:50,18890,18880,354,594,948,R
08/13/2024 09:46:50,08/13/2024 09:48:30,18880,18875,1261,1361,2622,R
08/13/2024 09:48:30,08/13/2024 09:49:30,18875,18885,772,778,1550,G
08/13/2024 09:49:30,08/13/2024 09:49:30,18885,18890,0,0,0,G
08/13/2024 09:49:30,08/13/2024 09:49:50,18890,18895,230,198,428,G
08/13/2024 09:49:50,08/13/2024 09:50:00,18895,18900,622,288,910,G
08/13/2024 09:50:00,08/13/2024 09:50:05,18900,18905,188,164,352,G
08/13/2024 09:50:05,08/13/2024 09:50:25,18905,18895,428,580,1008,R
08/13/2024 09:50:25,08/13/2024 09:51:45,18895,18905,884,744,1628,G
08/13/2024 09:51:45,08/13/2024 09:53:10,18905,18895,1131,1191,2322,R
08/13/2024 09:53:10,08/13/2024 09:53:15,18895,18890,132,232,364,R
08/13/2024 09:53:15,08/13/2024 09:54:05,18890,18900,573,494,1067,G
08/13/2024 09:54:05,08/13/2024 09:55:10,18900,18890,639,1006,1645,R
08/13/2024 09:55:10,08/13/2024 09:55:10,18890,18885,0,0,0,R
08/13/2024 09:55:10,08/13/2024 09:55:10,18885,18880,0,0,0,R
08/13/2024 09:55:10,08/13/2024 09:55:15,18880,18875,224,265,489,R
08/13/2024 09:55:15,08/13/2024 09:55:15,18875,18870,0,0,0,R
08/13/2024 09:55:15,08/13/2024 09:57:10,18870,18880,1595,1484,3079,G
08/13/2024 09:57:10,08/13/2024 09:58:15,18880,18885,805,797,1602,G
08/13/2024 09:58:15,08/13/2024 09:58:20,18885,18890,111,45,156,G
08/13/2024 09:58:20,08/13/2024 09:58:40,18890,18895,247,194,441,G
08/13/2024 09:58:40,08/13/2024 09:59:00,18895,18900,287,148,435,G
08/13/2024 09:59:00,08/13/2024 09:59:05,18900,18905,149,70,219,G
08/13/2024 09:59:05,08/13/2024 09:59:10,18905,18910,159,92,251,G
08/13/2024 09:59:10,08/13/2024 09:59:25,18910,18900,126,213,339,R
08/13/2024 09:59:25,08/13/2024 09:59:45,18900,18895,142,243,385,R
08/13/2024 09:59:45,08/13/2024 10:00:05,18895,18905,400,327,727,G
08/13/2024 10:00:05,08/13/2024 10:01:15,18905,18910,1021,839,1860,G
08/13/2024 10:01:15,08/13/2024 10:01:20,18910,18915,143,109,252,G
08/13/2024 10:01:20,08/13/2024 10:02:00,18915,18905,495,733,1228,R
08/13/2024 10:02:00,08/13/2024 10:02:20,18905,18900,204,334,538,R
08/13/2024 10:02:20,08/13/2024 10:02:30,18900,18895,137,193,330,R
08/13/2024 10:02:30,08/13/2024 10:03:15,18895,18905,508,526,1034,G
08/13/2024 10:03:15,08/13/2024 10:04:05,18905,18910,425,366,791,G
08/13/2024 10:04:05,08/13/2024 10:04:55,18910,18915,433,430,863,G
08/13/2024 10:04:55,08/13/2024 10:05:15,18915,18905,222,400,622,R
08/13/2024 10:05:15,08/13/2024 10:05:15,18905,18900,0,0,0,R
08/13/2024 10:05:15,08/13/2024 10:06:30,18900,18895,785,862,1647,R
08/13/2024 10:06:30,08/13/2024 10:07:05,18895,18905,548,441,989,G
08/13/2024 10:07:05,08/13/2024 10:07:20,18905,18910,124,85,209,G
08/13/2024 10:07:20,08/13/2024 10:09:45,18910,18900,1388,1283,2671,R
08/13/2024 10:09:45,08/13/2024 10:09:50,18900,18895,116,311,427,R
08/13/2024 10:09:50,08/13/2024 10:09:50,18895,18890,0,0,0,R
08/13/2024 10:09:50,08/13/2024 10:11:10,18890,18885,846,1018,1864,R
08/13/2024 10:11:10,08/13/2024 10:11:55,18885,18895,482,437,919,G
08/13/2024 10:11:55,08/13/2024 10:12:10,18895,18900,434,242,676,G
08/13/2024 10:12:10,08/13/2024 10:12:45,18900,18905,374,247,621,G
08/13/2024 10:12:45,08/13/2024 10:12:45,18905,18910,0,0,0,G
08/13/2024 10:12:45,08/13/2024 10:12:55,18910,18915,488,217,705,G
08/13/2024 10:12:55,08/13/2024 10:13:45,18915,18905,522,747,1269,R
08/13/2024 10:13:45,08/13/2024 10:13:55,18905,18900,89,224,313,R
08/13/2024 10:13:55,08/13/2024 10:14:00,18900,18895,51,67,118,R
08/13/2024 10:14:00,08/13/2024 10:14:50,18895,18890,386,409,795,R
08/13/2024 10:14:50,08/13/2024 10:15:20,18890,18900,383,264,647,G
08/13/2024 10:15:20,08/13/2024 10:15:40,18900,18890,147,222,369,R
08/13/2024 10:15:40,08/13/2024 10:17:45,18890,18885,1177,1533,2710,R
08/13/2024 10:17:45,08/13/2024 10:17:45,18885,18880,0,0,0,R
08/13/2024 10:17:45,08/13/2024 10:17:45,18880,18875,0,0,0,R
08/13/2024 10:17:45,08/13/2024 10:18:00,18875,18885,325,153,478,G
08/13/2024 10:18:00,08/13/2024 10:18:15,18885,18875,192,283,475,R
08/13/2024 10:18:15,08/13/2024 10:18:35,18875,18885,370,305,675,G
08/13/2024 10:18:35,08/13/2024 10:19:30,18885,18890,393,352,745,G
08/13/2024 10:19:30,08/13/2024 10:20:40,18890,18895,728,505,1233,G
08/13/2024 10:20:40,08/13/2024 10:21:40,18895,18885,387,477,864,R
08/13/2024 10:21:40,08/13/2024 10:22:35,18885,18895,369,297,666,G
08/13/2024 10:22:35,08/13/2024 10:23:00,18895,18885,296,462,758,R
08/13/2024 10:23:00,08/13/2024 10:24:00,18885,18895,332,287,619,G
08/13/2024 10:24:00,08/13/2024 10:24:35,18895,18900,282,181,463,G
08/13/2024 10:24:35,08/13/2024 10:25:10,18900,18905,340,275,615,G
08/13/2024 10:25:10,08/13/2024 10:25:25,18905,18895,113,240,353,R
08/13/2024 10:25:25,08/13/2024 10:25:55,18895,18890,192,252,444,R
08/13/2024 10:25:55,08/13/2024 10:26:35,18890,18900,322,294,616,G
08/13/2024 10:26:35,08/13/2024 10:27:05,18900,18905,444,234,678,G
08/13/2024 10:27:05,08/13/2024 10:29:15,18905,18895,879,953,1832,R
08/13/2024 10:29:15,08/13/2024 10:30:00,18895,18905,312,259,571,G
08/13/2024 10:30:00,08/13/2024 10:30:10,18905,18895,108,180,288,R
08/13/2024 10:30:10,08/13/2024 10:30:20,18895,18890,81,184,265,R
08/13/2024 10:30:20,08/13/2024 10:30:25,18890,18885,35,114,149,R
08/13/2024 10:30:25,08/13/2024 10:30:45,18885,18880,284,448,732,R
08/13/2024 10:30:45,08/13/2024 10:30:45,18880,18875,0,0,0,R
08/13/2024 10:30:45,08/13/2024 10:31:35,18875,18870,746,965,1711,R
08/13/2024 10:31:35,08/13/2024 10:33:20,18870,18865,1265,1432,2697,R
08/13/2024 10:33:20,08/13/2024 10:33:30,18865,18860,184,269,453,R
08/13/2024 10:33:30,08/13/2024 10:33:50,18860,18870,429,220,649,G
08/13/2024 10:33:50,08/13/2024 10:33:55,18870,18875,108,69,177,G
08/13/2024 10:33:55,08/13/2024 10:34:10,18875,18880,270,162,432,G
08/13/2024 10:34:10,08/13/2024 10:34:50,18880,18885,392,335,727,G
08/13/2024 10:34:50,08/13/2024 10:35:10,18885,18890,287,233,520,G
08/13/2024 10:35:10,08/13/2024 10:36:25,18890,18895,595,570,1165,G
08/13/2024 10:36:25,08/13/2024 10:36:35,18895,18885,120,187,307,R
08/13/2024 10:36:35,08/13/2024 10:36:55,18885,18895,277,119,396,G
08/13/2024 10:36:55,08/13/2024 10:37:00,18895,18900,81,59,140,G
08/13/2024 10:37:00,08/13/2024 10:37:05,18900,18905,137,67,204,G
08/13/2024 10:37:05,08/13/2024 10:38:10,18905,18895,629,872,1501,R
08/13/2024 10:38:10,08/13/2024 10:44:05,18895,18905,2170,1919,4089,G
08/13/2024 10:44:05,08/13/2024 10:44:15,18905,18910,283,153,436,G
08/13/2024 10:44:15,08/13/2024 10:46:10,18910,18915,1071,1011,2082,G
08/13/2024 10:46:10,08/13/2024 10:46:25,18915,18920,241,250,491,G
08/13/2024 10:46:25,08/13/2024 10:47:05,18920,18925,912,754,1666,G
08/13/2024 10:47:05,08/13/2024 10:47:10,18925,18930,195,142,337,G
08/13/2024 10:47:10,08/13/2024 10:47:15,18930,18935,194,128,322,G
08/13/2024 10:47:15,08/13/2024 10:48:05,18935,18940,628,737,1365,G
08/13/2024 10:48:05,08/13/2024 10:48:55,18940,18945,696,752,1448,G
08/13/2024 10:48:55,08/13/2024 10:51:20,18945,18935,1491,1493,2984,R
08/13/2024 10:51:20,08/13/2024 11:00:30,18935,18945,3515,3418,6933,G
08/13/2024 11:00:30,08/13/2024 11:02:35,18945,18935,693,890,1583,R
08/13/2024 11:02:35,08/13/2024 11:04:05,18935,18945,489,354,843,G
08/13/2024 11:04:05,08/13/2024 11:04:15,18945,18950,228,116,344,G
08/13/2024 11:04:15,08/13/2024 11:05:00,18950,18955,579,442,1021,G
08/13/2024 11:05:00,08/13/2024 11:05:25,18955,18960,611,418,1029,G
08/13/2024 11:05:25,08/13/2024 11:09:50,18960,18950,1520,1809,3329,R
